"","Province_State","Country_Region","Date","Confirmed","Deaths","Recovered"
"200","WA","US",2020-02-26,1,0,1
"201","AZ","US",2020-02-26,1,0,1
"202","NE","US",2020-02-26,0,0,0
"203","IL","US",2020-02-27,2,0,2
"204","CA","US",2020-02-27,2,0,0
"205","MA","US",2020-02-27,1,0,0
"206","WI","US",2020-02-27,1,0,0
"207","TX","US",2020-02-27,1,0,0
"208","WA","US",2020-02-27,1,0,1
"209","AZ","US",2020-02-27,1,0,1
"210","NE","US",2020-02-27,0,0,0
"211","IL","US",2020-02-28,2,0,2
"212","CA","US",2020-02-28,2,0,0
"213","MA","US",2020-02-28,1,0,1
"214","WI","US",2020-02-28,1,0,0
"215","TX","US",2020-02-28,1,0,0
"216","WA","US",2020-02-28,1,0,1
"217","AZ","US",2020-02-28,1,0,1
"218","NE","US",2020-02-28,0,0,0
"219","WA","US",2020-02-29,6,1,1
"220","CA","US",2020-02-29,3,0,1
"221","IL","US",2020-02-29,2,0,2
"222","MA","US",2020-02-29,1,0,1
"223","WI","US",2020-02-29,1,0,0
"224","OR","US",2020-02-29,1,0,0
"225","TX","US",2020-02-29,1,0,0
"226","AZ","US",2020-02-29,1,0,1
"227","NE","US",2020-02-29,0,0,0
"228","WA","US",2020-03-01,9,1,1
"229","IL","US",2020-03-01,3,0,2
"230","CA","US",2020-03-01,3,0,1
"231","MA","US",2020-03-01,1,0,1
"232","WI","US",2020-03-01,1,0,0
"233","OR","US",2020-03-01,1,0,0
"234","RI","US",2020-03-01,1,0,0
"235","TX","US",2020-03-01,1,0,0
"236","AZ","US",2020-03-01,1,0,1
"237","NE","US",2020-03-01,0,0,0
"238","WA","US",2020-03-02,14,5,1
"239","CA","US",2020-03-02,9,0,1
"240","IL","US",2020-03-02,4,0,2
"241","OR","US",2020-03-02,2,0,0
"242","RI","US",2020-03-02,2,0,0
"243","MA","US",2020-03-02,1,0,1
"244","NH","US",2020-03-02,1,0,0
"245","FL","US",2020-03-02,1,0,0
"246","WI","US",2020-03-02,1,0,0
"247","NY","US",2020-03-02,1,0,0
"248","TX","US",2020-03-02,1,0,0
"249","AZ","US",2020-03-02,1,0,1
"250","NE","US",2020-03-02,0,0,0
"251","WA","US",2020-03-03,21,6,1
"252","CA","US",2020-03-03,11,0,1
"253","IL","US",2020-03-03,4,0,2
"254","GA","US",2020-03-03,2,0,0
"255","NH","US",2020-03-03,2,0,0
"256","FL","US",2020-03-03,2,0,0
"257","RI","US",2020-03-03,2,0,0
"258","OR","US",2020-03-03,2,0,0
"259","MA","US",2020-03-03,1,0,0
"260","WI","US",2020-03-03,1,0,1
"261","AZ","US",2020-03-03,1,0,0
"262","NY","US",2020-03-03,1,0,0
"263","TX","US",2020-03-03,1,0,0
"264","NC","US",2020-03-03,1,0,0
"265","NE","US",2020-03-03,0,0,0
"266","WA","US",2020-03-04,31,9,1
"267","CA","US",2020-03-04,11,0,1
"268","NY","US",2020-03-04,10,0,0
"269","IL","US",2020-03-04,4,0,2
"270","GA","US",2020-03-04,2,0,0
"271","NH","US",2020-03-04,2,0,0
"272","FL","US",2020-03-04,2,0,0
"273","RI","US",2020-03-04,2,0,0
"274","OR","US",2020-03-04,2,0,0
"275","MA","US",2020-03-04,1,0,0
"276","WI","US",2020-03-04,1,0,1
"277","AZ","US",2020-03-04,1,0,0
"278","TX","US",2020-03-04,1,0,0
"279","NC","US",2020-03-04,1,0,0
"280","NE","US",2020-03-04,0,0,0
"281","WA","US",2020-03-05,51,10,1
"282","CA","US",2020-03-05,20,0,1
"283","NY","US",2020-03-05,18,0,0
"284","IL","US",2020-03-05,5,0,2
"285","NJ","US",2020-03-05,2,0,0
"286","GA","US",2020-03-05,2,0,0
"287","NH","US",2020-03-05,2,0,0
"288","TX","US",2020-03-05,2,0,0
"289","FL","US",2020-03-05,2,0,0
"290","RI","US",2020-03-05,2,0,0
"291","OR","US",2020-03-05,2,0,0
"292","MA","US",2020-03-05,1,0,0
"293","NV","US",2020-03-05,1,0,0
"294","WI","US",2020-03-05,1,0,1
"295","AZ","US",2020-03-05,1,0,0
"296","NC","US",2020-03-05,1,0,0
"297","TN","US",2020-03-05,1,0,0
"298","NE","US",2020-03-05,0,0,0
"299","WA","US",2020-03-06,58,12,1
"300","CA","US",2020-03-06,20,0,1
"301","NY","US",2020-03-06,19,0,0
"302","IL","US",2020-03-06,5,0,2
"303","TX","US",2020-03-06,3,0,0
"304","MD","US",2020-03-06,3,0,0
"305","MA","US",2020-03-06,3,0,1
"306","NJ","US",2020-03-06,2,0,0
"307","CO","US",2020-03-06,2,0,0
"308","GA","US",2020-03-06,2,0,0
"309","NH","US",2020-03-06,2,0,0
"310","FL","US",2020-03-06,2,0,0
"311","AZ","US",2020-03-06,2,0,0
"312","RI","US",2020-03-06,2,0,0
"313","OR","US",2020-03-06,2,0,0
"314","NC","US",2020-03-06,1,0,0
"315","NV","US",2020-03-06,1,0,0
"316","PA","US",2020-03-06,1,0,0
"317","NE","US",2020-03-06,1,0,0
"318","KY","US",2020-03-06,1,0,0
"319","WI","US",2020-03-06,1,0,1
"320","IN","US",2020-03-06,1,0,0
"321","MN","US",2020-03-06,1,0,0
"322","TN","US",2020-03-06,1,0,0
"323","WA","US",2020-03-07,71,15,1
"324","NY","US",2020-03-07,57,0,0
"325","CA","US",2020-03-07,32,0,1
"326","IL","US",2020-03-07,6,0,2
"327","TX","US",2020-03-07,5,0,0
"328","NJ","US",2020-03-07,4,0,0
"329","CO","US",2020-03-07,3,0,0
"330","GA","US",2020-03-07,3,0,0
"331","AZ","US",2020-03-07,3,0,1
"332","MD","US",2020-03-07,3,0,0
"333","RI","US",2020-03-07,3,0,0
"334","MA","US",2020-03-07,3,0,1
"335","OR","US",2020-03-07,3,0,0
"336","FL","US",2020-03-07,2,0,0
"337","CT","US",2020-03-07,2,0,0
"338","NH","US",2020-03-07,2,0,0
"339","SC","US",2020-03-07,1,0,0
"340","NC","US",2020-03-07,1,0,0
"341","NV","US",2020-03-07,1,0,0
"342","UT","US",2020-03-07,1,0,0
"343","PA","US",2020-03-07,1,0,0
"344","NE","US",2020-03-07,1,0,0
"345","KY","US",2020-03-07,1,0,0
"346","HI","US",2020-03-07,1,0,0
"347","OR ","US",2020-03-07,1,0,0
"348","WI","US",2020-03-07,1,0,1
"349","IN","US",2020-03-07,1,0,0
"350","MN","US",2020-03-07,1,0,0
"351","OK","US",2020-03-07,1,0,0
"352","TN","US",2020-03-07,1,0,0
"353","WA","US",2020-03-08,83,17,1
"354","NY","US",2020-03-08,83,0,0
"355","CA","US",2020-03-08,38,0,1
"356","MA","US",2020-03-08,8,0,1
"357","OR","US",2020-03-08,8,0,0
"358","IL","US",2020-03-08,7,0,2
"359","TX","US",2020-03-08,6,0,0
"360","NJ","US",2020-03-08,4,0,0
"361","NH","US",2020-03-08,4,0,0
"362","MD","US",2020-03-08,4,0,0
"363","PA","US",2020-03-08,4,0,0
"364","CO","US",2020-03-08,3,0,0
"365","GA","US",2020-03-08,3,0,0
"366","AZ","US",2020-03-08,3,0,1
"367","RI","US",2020-03-08,3,0,0
"368","FL","US",2020-03-08,2,0,0
"369","NV","US",2020-03-08,2,0,0
"370","VA","US",2020-03-08,2,0,0
"371","OR ","US",2020-03-08,2,0,0
"372","DC","US",2020-03-08,2,0,0
"373","SC","US",2020-03-08,1,0,0
"374","NC","US",2020-03-08,1,0,0
"375","TN","US",2020-03-08,1,0,0
"376","UT","US",2020-03-08,1,0,0
"377","NE","US",2020-03-08,1,0,0
"378","CT","US",2020-03-08,1,0,0
"379","KY","US",2020-03-08,1,0,0
"380","IN","US",2020-03-08,1,0,0
"381","HI","US",2020-03-08,1,0,0
"382","KS","US",2020-03-08,1,0,0
"383","WI","US",2020-03-08,1,0,1
"384","MN","US",2020-03-08,1,0,0
"385","MO","US",2020-03-08,1,0,0
"386","OK","US",2020-03-08,1,0,0
"387","VT","US",2020-03-08,1,0,0
"388","NY","US",2020-03-09,98,0,0
"389","WA","US",2020-03-09,83,17,1
"390","CA","US",2020-03-09,38,0,1
"391","MA","US",2020-03-09,8,0,1
"392","OR","US",2020-03-09,8,0,0
"393","IL","US",2020-03-09,7,0,2
"394","TX","US",2020-03-09,6,0,0
"395","GA","US",2020-03-09,5,0,0
"396","PA","US",2020-03-09,5,0,0
"397","NJ","US",2020-03-09,4,0,0
"398","NH","US",2020-03-09,4,0,0
"399","SC","US",2020-03-09,4,0,0
"400","MD","US",2020-03-09,4,0,0
"401","FL","US",2020-03-09,3,0,0
"402","CO","US",2020-03-09,3,0,0
"403","NE","US",2020-03-09,3,0,0
"404","IA","US",2020-03-09,3,0,0
"405","AZ","US",2020-03-09,3,0,1
"406","RI","US",2020-03-09,3,0,0
"407","NV","US",2020-03-09,2,0,0
"408","VA","US",2020-03-09,2,0,0
"409","KY","US",2020-03-09,2,0,0
"410","IN","US",2020-03-09,2,0,0
"411","HI","US",2020-03-09,2,0,0
"412","OR ","US",2020-03-09,2,0,0
"413","DC","US",2020-03-09,2,0,0
"414","VT","US",2020-03-09,1,0,0
"415","MN","US",2020-03-09,1,0,0
"416","NC","US",2020-03-09,1,0,0
"417","TN","US",2020-03-09,1,0,0
"418","UT","US",2020-03-09,1,0,0
"419","CT","US",2020-03-09,1,0,0
"420","LA","US",2020-03-09,1,0,0
"421","KS","US",2020-03-09,1,0,0
"422","WI","US",2020-03-09,1,0,1
"423","MO","US",2020-03-09,1,0,0
"424","OK","US",2020-03-09,1,0,0
"425","WA","US",2020-03-10,267,23,1
"426","NY","US",2020-03-10,173,0,0
"427","CA","US",2020-03-10,144,2,2
"428","MA","US",2020-03-10,92,0,1
"429","GA","US",2020-03-10,17,0,0
"430","CO","US",2020-03-10,15,0,0
"431","FL","US",2020-03-10,15,2,0
"432","NJ","US",2020-03-10,15,1,0
"433","OR","US",2020-03-10,15,0,0
"434","TX","US",2020-03-10,13,0,0
"435","IL","US",2020-03-10,12,0,2
"436","PA","US",2020-03-10,12,0,0
"437","IA","US",2020-03-10,8,0,0
"438","MD","US",2020-03-10,8,0,0
"439","NC","US",2020-03-10,7,0,0
"440","SC","US",2020-03-10,7,0,0
"441","TN","US",2020-03-10,7,0,0
"442","VA","US",2020-03-10,7,0,0
"443","AZ","US",2020-03-10,6,0,1
"444","IN","US",2020-03-10,6,0,0
